distance_px,intensity_green,trend,envelope
732.000,225.000000,212.608121,8.936360
733.000,225.000000,212.599390,8.889159
734.000,225.066520,212.590301,8.842682
735.000,226.000000,212.580840,8.796949
736.000,225.861146,212.570997,8.751978
737.000,223.979057,212.560760,8.707791
738.000,222.988498,212.550118,8.664407
739.000,221.018882,212.539061,8.621846
740.000,219.049267,212.527577,8.580129
741.000,218.039826,212.515658,8.539275
742.000,216.110036,212.503292,8.499304
743.000,215.070210,212.490471,8.460236
744.000,214.085402,212.477187,8.422090
745.000,213.431654,212.463430,8.384885
746.000,213.022514,212.449194,8.348638
747.000,213.000000,212.434470,8.313367
748.000,213.000000,212.419252,8.279089
749.000,211.322727,212.403534,8.245819
750.000,211.000000,212.387310,8.213574
751.000,210.191748,212.370576,8.182366
752.000,210.000000,212.353327,8.152208
753.000,210.016412,212.335560,8.123112
754.000,210.194746,212.317272,8.095086
755.000,210.093026,212.298460,8.068140
756.000,210.000000,212.279123,8.042280
757.000,210.000000,212.259258,8.017510
758.000,210.000000,212.238865,7.993833
759.000,209.313286,212.217943,7.971249
760.000,209.000000,212.196492,7.949758
761.000,208.343671,212.174512,7.929355
762.000,208.000000,212.152004,7.910036
763.000,208.000000,212.128970,7.891792
764.000,207.389247,212.105412,7.874614
765.000,207.000000,212.081333,7.858490
766.000,206.581279,212.056736,7.843407
767.000,206.452173,212.031624,7.829347
768.000,206.625821,212.006001,7.816295
769.000,206.371920,211.979873,7.804228
770.000,206.000000,211.953244,7.793126
771.000,206.074029,211.926120,7.782963
772.000,206.320413,211.898507,7.773716
773.000,206.254236,211.870413,7.765355
774.000,206.487884,211.841844,7.757853
775.000,207.284996,211.812809,7.751177
776.000,208.000000,211.783317,7.745296
777.000,208.413253,211.753378,7.740175
778.000,209.144219,211.723001,7.735779
779.000,210.096490,211.692197,7.732071
780.000,211.000000,211.660977,7.729014
781.000,211.352484,211.629352,7.726569
782.000,212.374997,211.597333,7.724696
783.000,213.074258,211.564933,7.723355
784.000,213.587050,211.532163,7.722505
785.000,214.000000,211.499037,7.722106
786.000,214.207804,211.465566,7.722114
787.000,214.925136,211.431766,7.722490
788.000,215.000000,211.397648,7.723189
789.000,215.062917,211.363227,7.724171
790.000,215.446081,211.328518,7.725395
791.000,215.695997,211.293534,7.726820
792.000,216.147068,211.258290,7.728404
793.000,217.142814,211.222802,7.730110
794.000,218.154985,211.187086,7.731898
795.000,219.095853,211.151157,7.733731
796.000,219.572832,211.115031,7.735573
797.000,220.109409,211.078726,7.737389
798.000,221.000000,211.042257,7.739144
799.000,221.079024,211.005640,7.740806
800.000,222.011653,210.968894,7.742343
801.000,222.484803,210.932033,7.743725
802.000,225.017722,210.895075,7.744923
803.000,225.672409,210.858036,7.745910
804.000,223.993874,210.820933,7.746661
805.000,222.024259,210.783782,7.747151
806.000,220.054643,210.746601,7.747357
807.000,218.085028,210.709405,7.747258
808.000,216.654167,210.672210,7.746834
809.000,215.818294,210.635035,7.746066
810.000,214.095226,210.597894,7.744939
811.000,213.176828,210.560805,7.743436
812.000,212.619602,210.523784,7.741544
813.000,211.632468,210.486847,7.739250
814.000,210.433647,210.450011,7.736544
815.000,208.902674,210.413290,7.733416
816.000,207.248291,210.376701,7.729856
817.000,205.523454,210.340259,7.725859
818.000,204.761474,210.303979,7.721417
819.000,203.815035,210.267876,7.716524
820.000,202.895539,210.231964,7.711177
821.000,203.446739,210.196257,7.705370
822.000,204.000000,210.160767,7.699101
823.000,203.411662,210.125510,7.692367
824.000,203.105309,210.090495,7.685165
825.000,203.358270,210.055737,7.677493
826.000,203.899794,210.021246,7.669350
827.000,204.569363,209.987032,7.660735
828.000,205.666995,209.953108,7.651646
829.000,206.705522,209.919482,7.642083
830.000,208.216129,209.886165,7.632046
831.000,209.000000,209.853166,7.621534
832.000,209.000000,209.820493,7.610547
833.000,209.000000,209.788156,7.599086
834.000,209.586500,209.756162,7.587151
835.000,209.606376,209.724519,7.574743
836.000,209.209611,209.693233,7.561860
837.000,209.000000,209.662311,7.548506
838.000,208.133402,209.631758,7.534679
839.000,207.023874,209.601580,7.520380
840.000,207.982164,209.571779,7.505611
841.000,209.000000,209.542360,7.490371
842.000,208.979381,209.513325,7.474662
843.000,209.442798,209.484676,7.458485
844.000,210.148507,209.456416,7.441840
845.000,210.614523,209.428544,7.424731
846.000,209.137600,209.401060,7.407158
847.000,206.638665,209.373965,7.389126
848.000,204.366142,209.347256,7.370636
849.000,202.743823,209.320932,7.351693
850.000,201.384645,209.294989,7.332302
851.000,200.460565,209.269426,7.312467
852.000,198.722724,209.244237,7.292196
853.000,197.672017,209.219419,7.271495
854.000,197.208889,209.194968,7.250372
855.000,196.070805,209.170878,7.228837
856.000,194.693794,209.147143,7.206899
857.000,194.161017,209.123758,7.184570
858.000,194.598136,209.100715,7.161863
859.000,195.167489,209.078009,7.138791
860.000,196.304594,209.055629,7.115370
861.000,198.137105,209.033568,7.091617
862.000,199.121912,209.011817,7.067549
863.000,200.229118,208.990365,7.043186
864.000,201.479102,208.969201,7.018550
865.000,203.510175,208.948315,6.993661
866.000,204.161623,208.927694,6.968545
867.000,206.825400,208.907328,6.943225
868.000,207.030759,208.887202,6.917729
869.000,208.177296,208.867305,6.892082
870.000,209.000374,208.847624,6.866315
871.000,209.985182,208.828144,6.840457
872.000,210.000000,208.808853,6.814539
873.000,210.000000,208.789737,6.788595
874.000,210.030563,208.770781,6.762658
875.000,210.206176,208.751969,6.736763
876.000,210.379824,208.733289,6.710945
877.000,210.553472,208.714723,6.685240
878.000,210.088100,208.696256,6.659685
879.000,209.914299,208.677874,6.634316
880.000,209.214687,208.659559,6.609172
881.000,209.874622,208.641297,6.584289
882.000,210.000000,208.623071,6.559705
883.000,209.675126,208.604866,6.535457
884.000,209.769009,208.586664,6.511583
885.000,209.942658,208.568452,6.488119
886.000,210.116306,208.550211,6.465103
887.000,209.547848,208.531927,6.442570
888.000,209.463602,208.513583,6.420556
889.000,209.637250,208.495164,6.399095
890.000,209.810898,208.476653,6.378220
891.000,209.313738,208.458035,6.357966
892.000,209.158195,208.439296,6.338363
893.000,209.331843,208.420421,6.319441
894.000,209.505491,208.401394,6.301231
895.000,209.878255,208.382203,6.283760
896.000,210.000000,208.362833,6.267055
897.000,210.000000,208.343271,6.251139
898.000,210.000000,208.323504,6.236035
899.000,210.559799,208.303518,6.221766
900.000,211.000000,208.283302,6.208351
901.000,211.000000,208.262843,6.195808
902.000,211.000000,208.242130,6.184153
903.000,211.000000,208.221152,6.173399
904.000,211.000000,208.199897,6.163561
905.000,211.000000,208.178356,6.154646
906.000,211.000000,208.156519,6.146665
907.000,211.438261,208.134377,6.139623
908.000,212.000000,208.111922,6.133526
909.000,212.000000,208.089147,6.128376
910.000,212.000000,208.066045,6.124173
911.000,212.000000,208.042609,6.120918
912.000,212.000000,208.018835,6.118606
913.000,212.000000,207.994717,6.117234
914.000,212.000000,207.970252,6.116794
915.000,212.103928,207.945436,6.117279
916.000,212.301531,207.920266,6.118679
917.000,213.000000,207.894741,6.120981
918.000,213.000000,207.868859,6.124173
919.000,212.960761,207.842619,6.128240
920.000,213.020344,207.816022,6.133165
921.000,213.419562,207.789070,6.138931
922.000,214.500675,207.761764,6.145518
923.000,215.105652,207.734106,6.152906
924.000,215.714936,207.706102,6.161072
925.000,215.888585,207.677755,6.169995
926.000,215.850391,207.649070,6.179648
927.000,215.000000,207.620054,6.190007
928.000,214.951174,207.590714,6.201045
929.000,214.373460,207.561057,6.212734
930.000,214.000000,207.531092,6.225046
931.000,213.926353,207.500826,6.237950
932.000,212.901965,207.470271,6.251417
933.000,213.000000,207.439437,6.265416
934.000,213.000000,207.408333,6.279913
935.000,212.991950,207.376972,6.294878
936.000,212.203133,207.345367,6.310276
937.000,212.027637,207.313530,6.326072
938.000,212.967302,207.281475,6.342233
939.000,213.952109,207.249217,6.358722
940.000,212.126166,207.216770,6.375502
941.000,212.000000,207.184151,6.392538
942.000,212.000000,207.151375,6.409791
943.000,211.094408,207.118460,6.427223
944.000,210.100580,207.085423,6.444797
945.000,209.139044,207.052282,6.462474
946.000,209.000000,207.019054,6.480215
947.000,209.000000,206.985758,6.497980
948.000,207.465055,206.952412,6.515730
949.000,207.000000,206.919037,6.533426
950.000,206.819617,206.885650,6.551025
951.000,206.137327,206.852273,6.568488
952.000,206.000000,206.818926,6.585774
953.000,206.184312,206.785628,6.602840
954.000,206.745079,206.752402,6.619647
955.000,207.000000,206.719268,6.636154
956.000,206.494660,206.686249,6.652319
957.000,206.821755,206.653365,6.668104
958.000,206.589337,206.620638,6.683467
959.000,206.207377,206.588090,6.698371
960.000,206.012376,206.555744,6.712776
961.000,206.000000,206.523620,6.726645
962.000,206.602688,206.491741,6.739940
963.000,206.713763,206.460129,6.752626
964.000,205.766833,206.428806,6.764666
965.000,205.073293,206.397793,6.776027
966.000,205.000000,206.367112,6.786677
967.000,205.000000,206.336785,6.796582
968.000,205.000000,206.306832,6.805714
969.000,205.000000,206.277276,6.814044
970.000,205.000000,206.248137,6.821544
971.000,205.000000,206.219436,6.828190
972.000,205.000000,206.191194,6.833958
973.000,205.000000,206.163430,6.838827
974.000,205.167036,206.136166,6.842776
975.000,205.570994,206.109421,6.845790
976.000,205.454234,206.083214,6.847854
977.000,204.625196,206.057564,6.848956
978.000,204.150814,206.032490,6.849089
979.000,203.921167,206.008011,6.848246
980.000,202.596160,205.984142,6.846425
981.000,200.597695,205.960902,6.843625
982.000,199.274219,205.938305,6.839847
983.000,198.625412,205.916368,6.835097
984.000,198.035123,205.895104,6.829383
985.000,197.591287,205.874528,6.822715
986.000,196.486099,205.854652,6.815106
987.000,194.940725,205.835489,6.806575
988.000,193.585095,205.817052,6.797141
989.000,192.813707,205.799351,6.786828
990.000,192.141384,205.782399,6.775663
991.000,191.022954,205.766204,6.763673
992.000,192.752184,205.750776,6.750891
993.000,191.656778,205.736125,6.737350
994.000,193.624082,205.722259,6.723088
995.000,193.189258,205.709185,6.708142
996.000,194.502615,205.696910,6.692555
997.000,195.505409,205.685442,6.676368
998.000,197.111534,205.674786,6.659628
999.000,199.040575,205.664948,6.642381
1000.000,200.023154,205.655931,6.624676
1001.000,201.085846,205.647740,6.606563
1002.000,201.259494,205.640378,6.588094
1003.000,201.988553,205.633847,6.569322
1004.000,202.000000,205.628147,6.550299
1005.000,202.740965,205.623280,6.531081
1006.000,203.845423,205.619245,6.511720
1007.000,204.117393,205.616042,6.492273
1008.000,204.932824,205.613668,6.472794
1009.000,205.888652,205.612122,6.453337
1010.000,206.873460,205.611401,6.433956
1011.000,206.141732,205.611500,6.414704
1012.000,206.000000,205.612417,6.395634
1013.000,205.172117,205.614144,6.376796
1014.000,205.000000,205.616678,6.358239
1015.000,205.000000,205.620012,6.340013
1016.000,205.000000,205.624140,6.322163
1017.000,205.000000,205.629054,6.304733
1018.000,205.000000,205.634747,6.287767
1019.000,205.000000,205.641211,6.271305
1020.000,205.000000,205.648437,6.255383
1021.000,205.000000,205.656418,6.240037
1022.000,205.000000,205.665143,6.225300
1023.000,205.000000,205.674604,6.211201
1024.000,204.312176,205.684790,6.197767
1025.000,204.000000,205.695692,6.185021
1026.000,204.000000,205.707299,6.172984
1027.000,204.000000,205.719600,6.161672
1028.000,204.000000,205.732583,6.151100
1029.000,202.860798,205.746238,6.141278
1030.000,202.569615,205.760553,6.132213
1031.000,203.390706,205.775514,6.123908
1032.000,203.244696,205.791112,6.116364
1033.000,202.475962,205.807331,6.109578
1034.000,201.906492,205.824161,6.103544
1035.000,201.989884,205.841588,6.098252
1036.000,202.000000,205.859600,6.093692
1037.000,202.000000,205.878184,6.089848
1038.000,202.000000,205.897326,6.086702
1039.000,202.000000,205.917015,6.084233
1040.000,202.000000,205.937238,6.082420
1041.000,202.000000,205.957982,6.081235
1042.000,202.000000,205.979235,6.080651
1043.000,202.372116,206.000985,6.080639
1044.000,203.197278,206.023221,6.081165
1045.000,203.819875,206.045929,6.082195
1046.000,204.326539,206.069099,6.083695
1047.000,204.660860,206.092720,6.085626
1048.000,204.916048,206.116779,6.087950
1049.000,205.788290,206.141265,6.090628
1050.000,205.404696,206.166167,6.093620
1051.000,206.000000,206.191474,6.096885
1052.000,206.235386,206.217174,6.100381
1053.000,207.220193,206.243257,6.104068
1054.000,208.205001,206.269713,6.107904
1055.000,209.000000,206.296531,6.111849
1056.000,209.349233,206.323704,6.115860
1057.000,210.840576,206.351221,6.119900
1058.000,210.288464,206.379073,6.123928
1059.000,212.048717,206.407253,6.127906
1060.000,211.852179,206.435752,6.131798
1061.000,213.455876,206.464563,6.135567
1062.000,213.356770,206.493677,6.139181
1063.000,213.704066,206.523090,6.142605
1064.000,214.025681,206.552793,6.145811
1065.000,214.199330,206.582782,6.148768
1066.000,214.364513,206.613051,6.151452
1067.000,213.996599,206.643595,6.153837
1068.000,213.722425,206.674409,6.155902
1069.000,213.893922,206.705489,6.157627
1070.000,213.105645,206.736832,6.158994
1071.000,212.522855,206.768434,6.159990
1072.000,212.829734,206.800295,6.160601
1073.000,212.637745,206.832410,6.160817
1074.000,212.762163,206.864779,6.160633
1075.000,212.935811,206.897401,6.160043
1076.000,213.109459,206.930275,6.159045
1077.000,213.283108,206.963400,6.157640
1078.000,213.456756,206.996777,6.155832
1079.000,213.630404,207.030404,6.153627
1080.000,213.804052,207.064284,6.151033
1081.000,213.977700,207.098415,6.148063
1082.000,212.558758,207.132800,6.144729
1083.000,212.076561,207.167440,6.141049
1084.000,211.250766,207.202337,6.137041
1085.000,210.759450,207.237494,6.132726
1086.000,210.845941,207.272913,6.128128
1087.000,211.000000,207.308596,6.123271
1088.000,211.000000,207.344548,6.118182
1089.000,210.326728,207.380770,6.112892
1090.000,209.341920,207.417266,6.107428
1091.000,208.357112,207.454039,6.101825
1092.000,207.372304,207.491092,6.096115
1093.000,206.976177,207.528427,6.090333
1094.000,205.805378,207.566049,6.084513
1095.000,205.000000,207.603959,6.078692
1096.000,204.763264,207.642162,6.072908
1097.000,204.338921,207.680662,6.067198
1098.000,204.000000,207.719461,6.061600
1099.000,203.946109,207.758563,6.056153
1100.000,203.863198,207.797973,6.050894
1101.000,204.000000,207.837694,6.045862
1102.000,204.000000,207.877730,6.041095
1103.000,204.000000,207.918086,6.036631
1104.000,204.000000,207.958766,6.032507
1105.000,204.000000,207.999774,6.028760
1106.000,203.867653,208.041114,6.025426
1107.000,203.304564,208.082791,6.022537
1108.000,203.000000,208.124808,6.020129
1109.000,203.000000,208.167169,6.018232
1110.000,203.013498,208.209878,6.016877
1111.000,203.187146,208.252938,6.016092
1112.000,203.567801,208.296353,6.015903
1113.000,204.000000,208.340126,6.016335
1114.000,204.000000,208.384258,6.017409
1115.000,204.000000,208.428752,6.019147
1116.000,204.000000,208.473609,6.021565
1117.000,204.000000,208.518831,6.024678
1118.000,204.000000,208.564418,6.028500
1119.000,204.000000,208.610372,6.033041
1120.000,204.000000,208.656691,6.038308
1121.000,204.000000,208.703376,6.044306
1122.000,204.097276,208.750426,6.051037
1123.000,204.270924,208.797840,6.058501
1124.000,204.444572,208.845616,6.066693
1125.000,204.618220,208.893751,6.075607
1126.000,204.703845,208.942244,6.085231
1127.000,204.092658,208.991091,6.095553
1128.000,205.000000,209.040288,6.106557
1129.000,205.000000,209.089831,6.118224
1130.000,204.949610,209.139716,6.130530
1131.000,204.000000,209.189937,6.143451
1132.000,204.000000,209.240488,6.156959
1133.000,204.000000,209.291363,6.171023
1134.000,204.000000,209.342556,6.185608
1135.000,204.000000,209.394058,6.200679
1136.000,204.000000,209.445862,6.216195
1137.000,205.888089,209.497961,6.232115
1138.000,206.000000,209.550344,6.248395
1139.000,205.946449,209.603002,6.264987
1140.000,205.777057,209.655927,6.281843
1141.000,205.953708,209.709108,6.298912
1142.000,206.868083,209.762534,6.316142
1143.000,207.000000,209.816194,6.333477
1144.000,207.000000,209.870077,6.350862
1145.000,206.908816,209.924170,6.368240
1146.000,206.735168,209.978462,6.385552
1147.000,206.561520,210.032940,6.402740
1148.000,206.387872,210.087591,6.419744
1149.000,206.214224,210.142401,6.436504
1150.000,206.040575,210.197356,6.452959
1151.000,206.634030,210.252442,6.469050
1152.000,207.409440,210.307645,6.484715
1153.000,206.454417,210.362950,6.499897
1154.000,207.371553,210.418340,6.514534
1155.000,206.658832,210.473800,6.528570
1156.000,207.310331,210.529313,6.541947
1157.000,207.359800,210.584863,6.554608
1158.000,207.625007,210.640431,6.566502
1159.000,207.390185,210.696001,6.577575
1160.000,207.594623,210.751554,6.587778
1161.000,208.000000,210.807072,6.597062
1162.000,208.000000,210.862536,6.605385
1163.000,208.000000,210.917928,6.612701
1164.000,208.000000,210.973229,6.618974
1165.000,208.744722,211.028419,6.624165
1166.000,209.262205,211.083481,6.628241
1167.000,210.065111,211.138395,6.631174
1168.000,210.955164,211.193141,6.632937
1169.000,212.136728,211.247700,6.633508
1170.000,213.518060,211.302052,6.632869
1171.000,214.427508,211.356177,6.631006
1172.000,215.090840,211.410055,6.627907
1173.000,215.425258,211.463664,6.623568
1174.000,215.921517,211.516986,6.617987
1175.000,216.623226,211.569999,6.611165
1176.000,217.710539,211.622682,6.603109
1177.000,217.922082,211.675015,6.593831
1178.000,218.235730,211.726978,6.583346
1179.000,218.315527,211.778550,6.571674
1180.000,218.880234,211.829711,6.558839
1181.000,219.181193,211.880441,6.544869
1182.000,219.618240,211.930720,6.529796
1183.000,220.490402,211.980529,6.513658
1184.000,222.230009,212.029848,6.496493
1185.000,222.896639,212.078658,6.478346
1186.000,222.420930,212.126939,6.459265
1187.000,221.757387,212.174673,6.439300
1188.000,222.558055,212.221841,6.418506
1189.000,222.618986,212.268424,6.396941
1190.000,222.000000,212.314403,6.374663
1191.000,221.876337,212.359760,6.351736
1192.000,220.891529,212.404478,6.328226
1193.000,220.000000,212.448537,6.304198
1194.000,220.000000,212.491920,6.279723
1195.000,219.874212,212.534611,6.254871
1196.000,218.000000,212.576592,6.229714
1197.000,217.996070,212.617847,6.204326
1198.000,217.705463,212.658360,6.178782
1199.000,217.530684,212.698115,6.153155
1200.000,217.004680,212.737097,6.127520
1201.000,217.000000,212.775290,6.101952
1202.000,216.053849,212.812680,6.076527
1203.000,215.058644,212.849253,6.051317
1204.000,214.073836,212.884995,6.026396
1205.000,214.000000,212.919891,6.001835
1206.000,214.000000,212.953930,5.977706
1207.000,214.000000,212.987097,5.954075
1208.000,212.269210,213.019381,5.931011
1209.000,212.676194,213.050770,5.908576
1210.000,212.621685,213.081251,5.886832
1211.000,212.080728,213.110813,5.865838
1212.000,212.000000,213.139447,5.845650
1213.000,212.000000,213.167141,5.826321
1214.000,212.000000,213.193885,5.807898
1215.000,212.571901,213.219672,5.790428
1216.000,212.148511,213.244492,5.773953
1217.000,212.000000,213.268337,5.758510
1218.000,212.000000,213.291201,5.744134
1219.000,212.000000,213.313075,5.730855
1220.000,211.963619,213.333954,5.718699
1221.000,212.000000,213.353832,5.707686
1222.000,212.000000,213.372703,5.697834
1223.000,212.000000,213.390563,5.689157
1224.000,212.622319,213.407406,5.681661
1225.000,213.000000,213.423229,5.675351
1226.000,212.907252,213.438028,5.670225
1227.000,212.283441,213.451800,5.666279
1228.000,212.000000,213.464542,5.663503
1229.000,211.629771,213.476252,5.661883
1230.000,211.069726,213.486929,5.661402
1231.000,210.962211,213.496570,5.662036
1232.000,210.702292,213.505175,5.663761
1233.000,210.627777,213.512742,5.666547
1234.000,210.197352,213.519273,5.670361
1235.000,209.560961,213.524767,5.675166
1236.000,208.773652,213.529225,5.680921
1237.000,208.424820,213.532649,5.687583
1238.000,209.508128,213.535042,5.695107
1239.000,210.808548,213.536407,5.703444
1240.000,211.967004,213.536747,5.712541
1241.000,213.212319,213.536066,5.722345
1242.000,213.651141,213.534369,5.732801
1243.000,214.182138,213.531662,5.743851
1244.000,215.735327,213.527950,5.755436
1245.000,215.683552,213.523238,5.767494
1246.000,217.341560,213.517533,5.779966
1247.000,217.129875,213.510842,5.792788
1248.000,218.263646,213.503171,5.805898
1249.000,219.356586,213.494529,5.819234
1250.000,220.000000,213.484923,5.832732
1251.000,220.000000,213.474363,5.846330
1252.000,220.000000,213.462858,5.859965
1253.000,220.181744,213.450416,5.873578
1254.000,221.000000,213.437049,5.887106
1255.000,220.970866,213.422765,5.900491
1256.000,220.633869,213.407577,5.913675
1257.000,220.460220,213.391494,5.926602
1258.000,220.256258,213.374528,5.939217
1259.000,220.000000,213.356692,5.951468
1260.000,220.000000,213.337998,5.963307
1261.000,220.000000,213.318458,5.974685
1262.000,220.000000,213.298087,5.985558
1263.000,220.000000,213.276897,5.995883
1264.000,220.000000,213.254902,6.005623
1265.000,220.000000,213.232118,6.014740
1266.000,220.000000,213.208558,6.023201
1267.000,220.000000,213.184239,6.030977
1268.000,220.000000,213.159175,6.038041
1269.000,219.646646,213.133381,6.044368
1270.000,219.797206,213.106874,6.049939
1271.000,219.944381,213.079670,6.054737
1272.000,220.000000,213.051785,6.058748
1273.000,219.122101,213.023235,6.061962
1274.000,219.000000,212.994038,6.064373
1275.000,219.847514,212.964209,6.065976
1276.000,219.167678,212.933766,6.066773
1277.000,218.180540,212.902728,6.066767
1278.000,217.850526,212.871110,6.065963
1279.000,217.136474,212.838932,6.064372
1280.000,217.000000,212.806211,6.062006
1281.000,216.464999,212.772966,6.058879
1282.000,216.119016,212.739216,6.055012
1283.000,215.960338,212.704977,6.050423
1284.000,215.223193,212.670271,6.045136
1285.000,214.304408,212.635115,6.039177
1286.000,213.608378,212.599528,6.032575
1287.000,213.083958,212.563530,6.025357
1288.000,212.400118,212.527140,6.017557
1289.000,211.329930,212.490378,6.009207
1290.000,211.000000,212.453263,6.000344
1291.000,210.731739,212.415814,5.991002
1292.000,210.157127,212.378051,5.981220
1293.000,209.425946,212.339994,5.971036
1294.000,209.000000,212.301663,5.960489
1295.000,207.912661,212.263076,5.949619
1296.000,207.000000,212.224254,5.938467
1297.000,206.750694,212.185217,5.927071
1298.000,206.340645,212.145985,5.915474
1299.000,206.166997,212.106578,5.903715
1300.000,206.003540,212.067015,5.891833
1301.000,206.000000,212.027316,5.879867
1302.000,206.000000,211.987502,5.867857
1303.000,206.000000,211.947591,5.855839
1304.000,206.406939,211.907603,5.843850
1305.000,207.000000,211.867557,5.831926
1306.000,207.376555,211.827473,5.820100
1307.000,208.000000,211.787370,5.808406
1308.000,208.000000,211.747267,5.796873
1309.000,208.330978,211.707182,5.785533
1310.000,209.000000,211.667134,5.774411
1311.000,209.275579,211.627141,5.763534
1312.000,210.000000,211.587221,5.752925
1313.000,210.000000,211.547392,5.742606
1314.000,210.143389,211.507670,5.732596
1315.000,210.868275,211.468073,5.722912
1316.000,212.038637,211.428619,5.713568
1317.000,211.283443,211.389323,5.704576
1318.000,212.000000,211.350202,5.695947
1319.000,212.124271,211.311273,5.687688
1320.000,212.520385,211.272551,5.679805
1321.000,212.346737,211.234053,5.672299
1322.000,212.416943,211.195792,5.665172
1323.000,214.000066,211.157785,5.658422
1324.000,214.344477,211.120045,5.652045
1325.000,215.537495,211.082588,5.646034
1326.000,214.556295,211.045426,5.640381
1327.000,214.982466,211.008572,5.635076
1328.000,214.874353,210.972041,5.630107
1329.000,214.974019,210.935844,5.625458
1330.000,214.216097,210.899994,5.621112
1331.000,214.389745,210.864504,5.617053
1332.000,213.028835,210.829386,5.613259
1333.000,212.033636,210.794650,5.609709
1334.000,211.048828,210.760309,5.606381
1335.000,210.064020,210.726372,5.603248
1336.000,208.158425,210.692850,5.600287
1337.000,206.579695,210.659753,5.597468
1338.000,204.824476,210.627090,5.594765
1339.000,203.903720,210.594869,5.592149
1340.000,203.952578,210.563100,5.589588
1341.000,203.261813,210.531791,5.587052
1342.000,202.221455,210.500949,5.584510
1343.000,202.000000,210.470581,5.581929
1344.000,202.000000,210.440695,5.579278
1345.000,202.000000,210.411296,5.576524
1346.000,202.000000,210.382393,5.573633
1347.000,202.000000,210.353990,5.570573
1348.000,202.738480,210.326092,5.567311
1349.000,203.000000,210.298706,5.563815
1350.000,203.708096,210.271835,5.560051
1351.000,204.000000,210.245483,5.555988
1352.000,205.355423,210.219654,5.551595
1353.000,206.000000,210.194351,5.546842
1354.000,206.647327,210.169577,5.541698
1355.000,207.000000,210.145335,5.536134
1356.000,207.616942,210.121627,5.530121
1357.000,208.601750,210.098453,5.523631
1358.000,209.045896,210.075817,5.516636
1359.000,209.251894,210.053719,5.509111
1360.000,209.745040,210.032159,5.501030
1361.000,210.540981,210.011139,5.492368
1362.000,211.000000,209.990657,5.483103
1363.000,211.510597,209.970715,5.473214
1364.000,212.990809,209.951310,5.462678
1365.000,214.000000,209.932443,5.451478
1366.000,214.000000,209.914112,5.439594
1367.000,214.000000,209.896315,5.427009
1368.000,214.000000,209.879052,5.413709
1369.000,214.419443,209.862319,5.399680
1370.000,214.934502,209.846115,5.384907
1371.000,214.794924,209.830437,5.369380
1372.000,214.816551,209.815282,5.353090
1373.000,214.682968,209.800647,5.336028
1374.000,214.169652,209.786529,5.318188
1375.000,212.701975,209.772924,5.299564
1376.000,211.826971,209.759828,5.280153
1377.000,210.814572,209.747237,5.259953
1378.000,210.395375,209.735145,5.238964
1379.000,209.806086,209.723550,5.217187
1380.000,208.823556,209.712445,5.194626
1381.000,207.707820,209.701825,5.171284
1382.000,206.723502,209.691686,5.147168
1383.000,205.373798,209.682022,5.122285
1384.000,204.215342,209.672828,5.096644
1385.000,203.192115,209.664098,5.070255
1386.000,202.696864,209.655825,5.043131
1387.000,201.145983,209.648005,5.015284
1388.000,201.869209,209.640630,4.986729
1389.000,201.231197,209.633696,4.957483
1390.000,202.835837,209.627195,4.927563
1391.000,201.361792,209.621121,4.896987
1392.000,202.947695,209.615467,4.865777
1393.000,202.109659,209.610227,4.833953
1394.000,204.079274,209.605394,4.801539
1395.000,206.012144,209.600962,4.768558
1396.000,206.338639,209.596923,4.735039
1397.000,207.989009,209.593271,4.701006
1398.000,208.955206,209.590000,4.666489
1399.000,208.992814,209.587101,4.631516
1400.000,209.000000,209.584569,4.596115
1401.000,209.424538,209.582396,4.560318
1402.000,209.941132,209.580576,4.524156
1403.000,210.902907,209.579100,4.487661
1404.000,211.000000,209.577962,4.450866
1405.000,211.663370,209.577155,4.413804
1406.000,211.941026,209.576672,4.376509
1407.000,212.000000,209.576504,4.339017
1408.000,212.000000,209.576646,4.301362
1409.000,212.865083,209.577091,4.263580
1410.000,213.710572,209.577831,4.225707
1411.000,213.938434,209.578861,4.187778
1412.000,214.000000,209.580173,4.149830
1413.000,214.000000,209.581761,4.111898
1414.000,214.000000,209.583619,4.074020
1415.000,214.000000,209.585740,4.036231
1416.000,213.100611,209.588118,3.998567
1417.000,213.143451,209.590747,3.961064
1418.000,213.005728,209.593621,3.923757
1419.000,211.781374,209.596732,3.886681
1420.000,211.055283,209.600076,3.849869
1421.000,210.363854,209.603646,3.813357
1422.000,209.385746,209.607435,3.777176
1423.000,208.781116,209.611438,3.741359
1424.000,208.191826,209.615649,3.705937
1425.000,207.431323,209.620062,3.670941
1426.000,207.000000,209.624672,3.636401
1427.000,207.538293,209.629473,3.602344
1428.000,208.000000,209.634459,3.568800
1429.000,208.000000,209.639626,3.535794
1430.000,208.000000,209.644968,3.503351
1431.000,208.000000,209.650480,3.471496
1432.000,208.000000,209.656156,3.440252
1433.000,208.447139,209.661993,3.409641
1434.000,209.000000,209.667984,3.379682
1435.000,209.000000,209.674125,3.350396
1436.000,209.401563,209.680410,3.321801
1437.000,210.000000,209.686834,3.293913
1438.000,210.000000,209.693392,3.266747
1439.000,210.051172,209.700080,3.240318
1440.000,210.317396,209.706892,3.214638
1441.000,210.982363,209.713823,3.189718
1442.000,212.000000,209.720868,3.165567
1443.000,212.000000,209.728024,3.142196
